ocupacion,sexo,trimestre,valor
"32 Supervisores en ingeniería de minas, de industrias manufactureras y de la construcción",Hombres,2017T4,98.7
"32 Supervisores en ingeniería de minas, de industrias manufactureras y de la construcción",Hombres,2017T3,92.3
"32 Supervisores en ingeniería de minas, de industrias manufactureras y de la construcción",Hombres,2017T2,91.5
"32 Supervisores en ingeniería de minas, de industrias manufactureras y de la construcción",Hombres,2017T1,91.7
"32 Supervisores en ingeniería de minas, de industrias manufactureras y de la construcción",Hombres,2016T4,93.6
"32 Supervisores en ingeniería de minas, de industrias manufactureras y de la construcción",Hombres,2016T3,96.5
"32 Supervisores en ingeniería de minas, de industrias manufactureras y de la construcción",Hombres,2016T2,95.9
"32 Supervisores en ingeniería de minas, de industrias manufactureras y de la construcción",Hombres,2016T1,99.6
"32 Supervisores en ingeniería de minas, de industrias manufactureras y de la construcción",Hombres,2015T4,97.0
"32 Supervisores en ingeniería de minas, de industrias manufactureras y de la construcción",Hombres,2015T3,91.4
"32 Supervisores en ingeniería de minas, de industrias manufactureras y de la construcción",Hombres,2015T2,93.2
"32 Supervisores en ingeniería de minas, de industrias manufactureras y de la construcción",Hombres,2015T1,98.6
"32 Supervisores en ingeniería de minas, de industrias manufactureras y de la construcción",Hombres,2014T4,95.8
"32 Supervisores en ingeniería de minas, de industrias manufactureras y de la construcción",Hombres,2014T3,86.9
"32 Supervisores en ingeniería de minas, de industrias manufactureras y de la construcción",Hombres,2014T2,85.2
"32 Supervisores en ingeniería de minas, de industrias manufactureras y de la construcción",Hombres,2014T1,81.3
"32 Supervisores en ingeniería de minas, de industrias manufactureras y de la construcción",Hombres,2013T4,80.8
"32 Supervisores en ingeniería de minas, de industrias manufactureras y de la construcción",Hombres,2013T3,80.1
"32 Supervisores en ingeniería de minas, de industrias manufactureras y de la construcción",Hombres,2013T2,86.2
"32 Supervisores en ingeniería de minas, de industrias manufactureras y de la construcción",Hombres,2013T1,79.4
"32 Supervisores en ingeniería de minas, de industrias manufactureras y de la construcción",Hombres,2012T4,77.8
"32 Supervisores en ingeniería de minas, de industrias manufactureras y de la construcción",Hombres,2012T3,83.1
"32 Supervisores en ingeniería de minas, de industrias manufactureras y de la construcción",Hombres,2012T2,82.2
"32 Supervisores en ingeniería de minas, de industrias manufactureras y de la construcción",Hombres,2012T1,81.1
"32 Supervisores en ingeniería de minas, de industrias manufactureras y de la construcción",Mujeres,2024T4,91.6
"32 Supervisores en ingeniería de minas, de industrias manufactureras y de la construcción",Mujeres,2024T3,90.3
"32 Supervisores en ingeniería de minas, de industrias manufactureras y de la construcción",Mujeres,2024T2,90.0
"32 Supervisores en ingeniería de minas, de industrias manufactureras y de la construcción",Mujeres,2024T1,88.1
"32 Supervisores en ingeniería de minas, de industrias manufactureras y de la construcción",Mujeres,2023T4,89.4
"32 Supervisores en ingeniería de minas, de industrias manufactureras y de la construcción",Mujeres,2023T3,90.8
"32 Supervisores en ingeniería de minas, de industrias manufactureras y de la construcción",Mujeres,2023T2,91.7
"32 Supervisores en ingeniería de minas, de industrias manufactureras y de la construcción",Mujeres,2023T1,92.0
"32 Supervisores en ingeniería de minas, de industrias manufactureras y de la construcción",Mujeres,2022T4,92.7
"32 Supervisores en ingeniería de minas, de industrias manufactureras y de la construcción",Mujeres,2022T3,93.2
"32 Supervisores en ingeniería de minas, de industrias manufactureras y de la construcción",Mujeres,2022T2,94.2
"32 Supervisores en ingeniería de minas, de industrias manufactureras y de la construcción",Mujeres,2022T1,96.1
"32 Supervisores en ingeniería de minas, de industrias manufactureras y de la construcción",Mujeres,2021T4,93.7
"32 Supervisores en ingeniería de minas, de industrias manufactureras y de la construcción",Mujeres,2021T3,93.4
"32 Supervisores en ingeniería de minas, de industrias manufactureras y de la construcción",Mujeres,2021T2,93.7
"32 Supervisores en ingeniería de minas, de industrias manufactureras y de la construcción",Mujeres,2021T1,94.7
"32 Supervisores en ingeniería de minas, de industrias manufactureras y de la construcción",Mujeres,2020T4,17.7
"32 Supervisores en ingeniería de minas, de industrias manufactureras y de la construcción",Mujeres,2020T3,14.4
"32 Supervisores en ingeniería de minas, de industrias manufactureras y de la construcción",Mujeres,2020T2,16.7
"32 Supervisores en ingeniería de minas, de industrias manufactureras y de la construcción",Mujeres,2020T1,18.3
"32 Supervisores en ingeniería de minas, de industrias manufactureras y de la construcción",Mujeres,2019T4,18.6
"32 Supervisores en ingeniería de minas, de industrias manufactureras y de la construcción",Mujeres,2019T3,15.4
"32 Supervisores en ingeniería de minas, de industrias manufactureras y de la construcción",Mujeres,2019T2,14.1
"32 Supervisores en ingeniería de minas, de industrias manufactureras y de la construcción",Mujeres,2019T1,14.0
"32 Supervisores en ingeniería de minas, de industrias manufactureras y de la construcción",Mujeres,2018T4,14.4
"32 Supervisores en ingeniería de minas, de industrias manufactureras y de la construcción",Mujeres,2018T3,11.0
"32 Supervisores en ingeniería de minas, de industrias manufactureras y de la construcción",Mujeres,2018T2,15.8
"32 Supervisores en ingeniería de minas, de industrias manufactureras y de la construcción",Mujeres,2018T1,14.7
"32 Supervisores en ingeniería de minas, de industrias manufactureras y de la construcción",Mujeres,2017T4,15.2
"32 Supervisores en ingeniería de minas, de industrias manufactureras y de la construcción",Mujeres,2017T3,15.3
"32 Supervisores en ingeniería de minas, de industrias manufactureras y de la construcción",Mujeres,2017T2,14.2
"32 Supervisores en ingeniería de minas, de industrias manufactureras y de la construcción",Mujeres,2017T1,16.5
"32 Supervisores en ingeniería de minas, de industrias manufactureras y de la construcción",Mujeres,2016T4,10.9
"32 Supervisores en ingeniería de minas, de industrias manufactureras y de la construcción",Mujeres,2016T3,16.0
"32 Supervisores en ingeniería de minas, de industrias manufactureras y de la construcción",Mujeres,2016T2,16.0
"32 Supervisores en ingeniería de minas, de industrias manufactureras y de la construcción",Mujeres,2016T1,16.2
"32 Supervisores en ingeniería de minas, de industrias manufactureras y de la construcción",Mujeres,2015T4,15.0
"32 Supervisores en ingeniería de minas, de industrias manufactureras y de la construcción",Mujeres,2015T3,15.6
"32 Supervisores en ingeniería de minas, de industrias manufactureras y de la construcción",Mujeres,2015T2,18.8
"32 Supervisores en ingeniería de minas, de industrias manufactureras y de la construcción",Mujeres,2015T1,15.8
"32 Supervisores en ingeniería de minas, de industrias manufactureras y de la construcción",Mujeres,2014T4,14.7
"32 Supervisores en ingeniería de minas, de industrias manufactureras y de la construcción",Mujeres,2014T3,12.3
"32 Supervisores en ingeniería de minas, de industrias manufactureras y de la construcción",Mujeres,2014T2,8.8
"32 Supervisores en ingeniería de minas, de industrias manufactureras y de la construcción",Mujeres,2014T1,7.0
"32 Supervisores en ingeniería de minas, de industrias manufactureras y de la construcción",Mujeres,2013T4,6.4
"32 Supervisores en ingeniería de minas, de industrias manufactureras y de la construcción",Mujeres,2013T3,5.9
"32 Supervisores en ingeniería de minas, de industrias manufactureras y de la construcción",Mujeres,2013T2,8.2
"32 Supervisores en ingeniería de minas, de industrias manufactureras y de la construcción",Mujeres,2013T1,6.9
"32 Supervisores en ingeniería de minas, de industrias manufactureras y de la construcción",Mujeres,2012T4,6.4
"32 Supervisores en ingeniería de minas, de industrias manufactureras y de la construcción",Mujeres,2012T3,6.7
"32 Supervisores en ingeniería de minas, de industrias manufactureras y de la construcción",Mujeres,2012T2,7.3
"32 Supervisores en ingeniería de minas, de industrias manufactureras y de la construcción",Mujeres,2012T1,9.0
34 Profesionales de apoyo en finanzas y matemáticas,Ambos sexos,2024T4,106.4
34 Profesionales de apoyo en finanzas y matemáticas,Ambos sexos,2024T3,90.5
34 Profesionales de apoyo en finanzas y matemáticas,Ambos sexos,2024T2,105.8
34 Profesionales de apoyo en finanzas y matemáticas,Ambos sexos,2024T1,96.7
34 Profesionales de apoyo en finanzas y matemáticas,Ambos sexos,2023T4,94.8
34 Profesionales de apoyo en finanzas y matemáticas,Ambos sexos,2023T3,94.7
34 Profesionales de apoyo en finanzas y matemáticas,Ambos sexos,2023T2,88.5
34 Profesionales de apoyo en finanzas y matemáticas,Ambos sexos,2023T1,78.1
34 Profesionales de apoyo en finanzas y matemáticas,Ambos sexos,2022T4,79.3
34 Profesionales de apoyo en finanzas y matemáticas,Ambos sexos,2022T3,78.1
34 Profesionales de apoyo en finanzas y matemáticas,Ambos sexos,2022T2,92.3
34 Profesionales de apoyo en finanzas y matemáticas,Ambos sexos,2022T1,80.6
34 Profesionales de apoyo en finanzas y matemáticas,Ambos sexos,2021T4,87.8
34 Profesionales de apoyo en finanzas y matemáticas,Ambos sexos,2021T3,95.8
34 Profesionales de apoyo en finanzas y matemáticas,Ambos sexos,2021T2,94.2
34 Profesionales de apoyo en finanzas y matemáticas,Ambos sexos,2021T1,106.4
34 Profesionales de apoyo en finanzas y matemáticas,Ambos sexos,2020T4,91.0
34 Profesionales de apoyo en finanzas y matemáticas,Ambos sexos,2020T3,89.9
34 Profesionales de apoyo en finanzas y matemáticas,Ambos sexos,2020T2,88.7
34 Profesionales de apoyo en finanzas y matemáticas,Ambos sexos,2020T1,79.8
34 Profesionales de apoyo en finanzas y matemáticas,Ambos sexos,2019T4,76.6
34 Profesionales de apoyo en finanzas y matemáticas,Ambos sexos,2019T3,74.0
34 Profesionales de apoyo en finanzas y matemáticas,Ambos sexos,2019T2,72.4
34 Profesionales de apoyo en finanzas y matemáticas,Ambos sexos,2019T1,70.6
34 Profesionales de apoyo en finanzas y matemáticas,Ambos sexos,2018T4,79.3
34 Profesionales de apoyo en finanzas y matemáticas,Ambos sexos,2018T3,75.2
34 Profesionales de apoyo en finanzas y matemáticas,Ambos sexos,2018T2,76.7
34 Profesionales de apoyo en finanzas y matemáticas,Ambos sexos,2018T1,70.5
34 Profesionales de apoyo en finanzas y matemáticas,Ambos sexos,2017T4,69.7
34 Profesionales de apoyo en finanzas y matemáticas,Ambos sexos,2017T3,72.0
34 Profesionales de apoyo en finanzas y matemáticas,Ambos sexos,2017T2,68.1
34 Profesionales de apoyo en finanzas y matemáticas,Ambos sexos,2017T1,75.0
34 Profesionales de apoyo en finanzas y matemáticas,Ambos sexos,2016T4,78.9
34 Profesionales de apoyo en finanzas y matemáticas,Ambos sexos,2016T3,74.1
34 Profesionales de apoyo en finanzas y matemáticas,Ambos sexos,2016T2,69.1
34 Profesionales de apoyo en finanzas y matemáticas,Ambos sexos,2016T1,70.4
34 Profesionales de apoyo en finanzas y matemáticas,Ambos sexos,2015T4,71.9
34 Profesionales de apoyo en finanzas y matemáticas,Ambos sexos,2015T3,67.0
34 Profesionales de apoyo en finanzas y matemáticas,Ambos sexos,2015T2,66.8
34 Profesionales de apoyo en finanzas y matemáticas,Ambos sexos,2015T1,75.9
34 Profesionales de apoyo en finanzas y matemáticas,Ambos sexos,2014T4,79.3
34 Profesionales de apoyo en finanzas y matemáticas,Ambos sexos,2014T3,81.5
34 Profesionales de apoyo en finanzas y matemáticas,Ambos sexos,2014T2,82.7
34 Profesionales de apoyo en finanzas y matemáticas,Ambos sexos,2014T1,83.6
34 Profesionales de apoyo en finanzas y matemáticas,Ambos sexos,2013T4,76.6
34 Profesionales de apoyo en finanzas y matemáticas,Ambos sexos,2013T3,83.7
34 Profesionales de apoyo en finanzas y matemáticas,Ambos sexos,2013T2,82.7
34 Profesionales de apoyo en finanzas y matemáticas,Ambos sexos,2013T1,80.2
34 Profesionales de apoyo en finanzas y matemáticas,Ambos sexos,2012T4,69.8
34 Profesionales de apoyo en finanzas y matemáticas,Ambos sexos,2012T3,78.5
34 Profesionales de apoyo en finanzas y matemáticas,Ambos sexos,2012T2,77.9
34 Profesionales de apoyo en finanzas y matemáticas,Ambos sexos,2012T1,83.5
34 Profesionales de apoyo en finanzas y matemáticas,Hombres,2024T4,100.0
34 Profesionales de apoyo en finanzas y matemáticas,Hombres,2024T3,100.0
34 Profesionales de apoyo en finanzas y matemáticas,Hombres,2024T2,100.0
34 Profesionales de apoyo en finanzas y matemáticas,Hombres,2024T1,100.0
34 Profesionales de apoyo en finanzas y matemáticas,Hombres,2023T4,100.0
34 Profesionales de apoyo en finanzas y matemáticas,Hombres,2023T3,100.0
34 Profesionales de apoyo en finanzas y matemáticas,Hombres,2023T2,100.0
34 Profesionales de apoyo en finanzas y matemáticas,Hombres,2023T1,100.0
34 Profesionales de apoyo en finanzas y matemáticas,Hombres,2022T4,55.0
34 Profesionales de apoyo en finanzas y matemáticas,Hombres,2022T3,42.1
34 Profesionales de apoyo en finanzas y matemáticas,Hombres,2022T2,45.8
34 Profesionales de apoyo en finanzas y matemáticas,Hombres,2022T1,49.7
34 Profesionales de apoyo en finanzas y matemáticas,Hombres,2021T4,46.6
34 Profesionales de apoyo en finanzas y matemáticas,Hombres,2021T3,47.1
34 Profesionales de apoyo en finanzas y matemáticas,Hombres,2021T2,42.0
34 Profesionales de apoyo en finanzas y matemáticas,Hombres,2021T1,36.2
34 Profesionales de apoyo en finanzas y matemáticas,Hombres,2020T4,39.9
34 Profesionales de apoyo en finanzas y matemáticas,Hombres,2020T3,38.8
34 Profesionales de apoyo en finanzas y matemáticas,Hombres,2020T2,44.3
34 Profesionales de apoyo en finanzas y matemáticas,Hombres,2020T1,39.4
34 Profesionales de apoyo en finanzas y matemáticas,Hombres,2019T4,43.9
34 Profesionales de apoyo en finanzas y matemáticas,Hombres,2019T3,45.9
34 Profesionales de apoyo en finanzas y matemáticas,Hombres,2019T2,45.7
34 Profesionales de apoyo en finanzas y matemáticas,Hombres,2019T1,49.3
34 Profesionales de apoyo en finanzas y matemáticas,Hombres,2018T4,45.2
34 Profesionales de apoyo en finanzas y matemáticas,Hombres,2018T3,48.3
34 Profesionales de apoyo en finanzas y matemáticas,Hombres,2018T2,47.1
34 Profesionales de apoyo en finanzas y matemáticas,Hombres,2018T1,43.9
34 Profesionales de apoyo en finanzas y matemáticas,Hombres,2017T4,42.7
34 Profesionales de apoyo en finanzas y matemáticas,Hombres,2017T3,41.3
34 Profesionales de apoyo en finanzas y matemáticas,Hombres,2017T2,37.3
34 Profesionales de apoyo en finanzas y matemáticas,Hombres,2017T1,35.4
34 Profesionales de apoyo en finanzas y matemáticas,Hombres,2016T4,39.4
34 Profesionales de apoyo en finanzas y matemáticas,Hombres,2016T3,33.7
34 Profesionales de apoyo en finanzas y matemáticas,Hombres,2016T2,34.6
34 Profesionales de apoyo en finanzas y matemáticas,Hombres,2016T1,29.7
34 Profesionales de apoyo en finanzas y matemáticas,Hombres,2015T4,34.3
34 Profesionales de apoyo en finanzas y matemáticas,Hombres,2015T3,38.9
34 Profesionales de apoyo en finanzas y matemáticas,Hombres,2015T2,37.5
34 Profesionales de apoyo en finanzas y matemáticas,Hombres,2015T1,42.9
34 Profesionales de apoyo en finanzas y matemáticas,Hombres,2014T4,44.8
34 Profesionales de apoyo en finanzas y matemáticas,Hombres,2014T3,43.6
34 Profesionales de apoyo en finanzas y matemáticas,Hombres,2014T2,38.1
34 Profesionales de apoyo en finanzas y matemáticas,Hombres,2014T1,35.5
34 Profesionales de apoyo en finanzas y matemáticas,Hombres,2013T4,39.2
34 Profesionales de apoyo en finanzas y matemáticas,Hombres,2013T3,34.0
34 Profesionales de apoyo en finanzas y matemáticas,Hombres,2013T2,34.2
34 Profesionales de apoyo en finanzas y matemáticas,Hombres,2013T1,38.0
34 Profesionales de apoyo en finanzas y matemáticas,Hombres,2012T4,41.9
34 Profesionales de apoyo en finanzas y matemáticas,Hombres,2012T3,39.5
34 Profesionales de apoyo en finanzas y matemáticas,Hombres,2012T2,41.7
34 Profesionales de apoyo en finanzas y matemáticas,Hombres,2012T1,41.9
34 Profesionales de apoyo en finanzas y matemáticas,Mujeres,2024T4,52.8
34 Profesionales de apoyo en finanzas y matemáticas,Mujeres,2024T3,48.5
34 Profesionales de apoyo en finanzas y matemáticas,Mujeres,2024T2,50.5
34 Profesionales de apoyo en finanzas y matemáticas,Mujeres,2024T1,50.0
34 Profesionales de apoyo en finanzas y matemáticas,Mujeres,2023T4,44.5
34 Profesionales de apoyo en finanzas y matemáticas,Mujeres,2023T3,43.3
34 Profesionales de apoyo en finanzas y matemáticas,Mujeres,2023T2,45.8
34 Profesionales de apoyo en finanzas y matemáticas,Mujeres,2023T1,50.5
34 Profesionales de apoyo en finanzas y matemáticas,Mujeres,2022T4,57.3
34 Profesionales de apoyo en finanzas y matemáticas,Mujeres,2022T3,52.8
34 Profesionales de apoyo en finanzas y matemáticas,Mujeres,2022T2,53.3
34 Profesionales de apoyo en finanzas y matemáticas,Mujeres,2022T1,47.5
34 Profesionales de apoyo en finanzas y matemáticas,Mujeres,2021T4,46.6
34 Profesionales de apoyo en finanzas y matemáticas,Mujeres,2021T3,44.3
34 Profesionales de apoyo en finanzas y matemáticas,Mujeres,2021T2,46.7
34 Profesionales de apoyo en finanzas y matemáticas,Mujeres,2021T1,52.2
34 Profesionales de apoyo en finanzas y matemáticas,Mujeres,2020T4,51.4
34 Profesionales de apoyo en finanzas y matemáticas,Mujeres,2020T3,48.4
34 Profesionales de apoyo en finanzas y matemáticas,Mujeres,2020T2,60.0
34 Profesionales de apoyo en finanzas y matemáticas,Mujeres,2020T1,47.1
34 Profesionales de apoyo en finanzas y matemáticas,Mujeres,2019T4,48.2
34 Profesionales de apoyo en finanzas y matemáticas,Mujeres,2019T3,47.6
34 Profesionales de apoyo en finanzas y matemáticas,Mujeres,2019T2,46.5
34 Profesionales de apoyo en finanzas y matemáticas,Mujeres,2019T1,41.9
34 Profesionales de apoyo en finanzas y matemáticas,Mujeres,2018T4,39.5
34 Profesionales de apoyo en finanzas y matemáticas,Mujeres,2018T3,39.2
34 Profesionales de apoyo en finanzas y matemáticas,Mujeres,2018T2,47.9
34 Profesionales de apoyo en finanzas y matemáticas,Mujeres,2018T1,41.2
34 Profesionales de apoyo en finanzas y matemáticas,Mujeres,2017T4,44.0
34 Profesionales de apoyo en finanzas y matemáticas,Mujeres,2017T3,49.9
34 Profesionales de apoyo en finanzas y matemáticas,Mujeres,2017T2,48.5
34 Profesionales de apoyo en finanzas y matemáticas,Mujeres,2017T1,57.1
34 Profesionales de apoyo en finanzas y matemáticas,Mujeres,2016T4,45.9
34 Profesionales de apoyo en finanzas y matemáticas,Mujeres,2016T3,41.6
34 Profesionales de apoyo en finanzas y matemáticas,Mujeres,2016T2,41.6
34 Profesionales de apoyo en finanzas y matemáticas,Mujeres,2016T1,35.9
34 Profesionales de apoyo en finanzas y matemáticas,Mujeres,2015T4,33.9
34 Profesionales de apoyo en finanzas y matemáticas,Mujeres,2015T3,32.7
34 Profesionales de apoyo en finanzas y matemáticas,Mujeres,2015T2,35.1
34 Profesionales de apoyo en finanzas y matemáticas,Mujeres,2015T1,35.2
34 Profesionales de apoyo en finanzas y matemáticas,Mujeres,2014T4,39.9
34 Profesionales de apoyo en finanzas y matemáticas,Mujeres,2014T3,41.4
34 Profesionales de apoyo en finanzas y matemáticas,Mujeres,2014T2,42.1
34 Profesionales de apoyo en finanzas y matemáticas,Mujeres,2014T1,40.7
34 Profesionales de apoyo en finanzas y matemáticas,Mujeres,2013T4,35.5
34 Profesionales de apoyo en finanzas y matemáticas,Mujeres,2013T3,33.1
34 Profesionales de apoyo en finanzas y matemáticas,Mujeres,2013T2,30.6
34 Profesionales de apoyo en finanzas y matemáticas,Mujeres,2013T1,32.2
34 Profesionales de apoyo en finanzas y matemáticas,Mujeres,2012T4,34.1
34 Profesionales de apoyo en finanzas y matemáticas,Mujeres,2012T3,30.5
34 Profesionales de apoyo en finanzas y matemáticas,Mujeres,2012T2,31.0
34 Profesionales de apoyo en finanzas y matemáticas,Mujeres,2012T1,34.9
38 Técnicos de las tecnologías de la información y las comunicaciones (TIC),Ambos sexos,2024T4,441.5
38 Técnicos de las tecnologías de la información y las comunicaciones (TIC),Ambos sexos,2024T3,467.2
38 Técnicos de las tecnologías de la información y las comunicaciones (TIC),Ambos sexos,2024T2,445.8
38 Técnicos de las tecnologías de la información y las comunicaciones (TIC),Ambos sexos,2024T1,437.2
38 Técnicos de las tecnologías de la información y las comunicaciones (TIC),Ambos sexos,2023T4,418.2
38 Técnicos de las tecnologías de la información y las comunicaciones (TIC),Ambos sexos,2023T3,406.3
38 Técnicos de las tecnologías de la información y las comunicaciones (TIC),Ambos sexos,2023T2,410.8
38 Técnicos de las tecnologías de la información y las comunicaciones (TIC),Ambos sexos,2023T1,394.5
38 Técnicos de las tecnologías de la información y las comunicaciones (TIC),Ambos sexos,2022T4,393.6
38 Técnicos de las tecnologías de la información y las comunicaciones (TIC),Ambos sexos,2022T3,414.5
38 Técnicos de las tecnologías de la información y las comunicaciones (TIC),Ambos sexos,2022T2,374.7
38 Técnicos de las tecnologías de la información y las comunicaciones (TIC),Ambos sexos,2022T1,367.3
38 Técnicos de las tecnologías de la información y las comunicaciones (TIC),Ambos sexos,2021T4,362.4
38 Técnicos de las tecnologías de la información y las comunicaciones (TIC),Ambos sexos,2021T3,358.8
38 Técnicos de las tecnologías de la información y las comunicaciones (TIC),Ambos sexos,2021T2,337.4
38 Técnicos de las tecnologías de la información y las comunicaciones (TIC),Ambos sexos,2021T1,326.6
38 Técnicos de las tecnologías de la información y las comunicaciones (TIC),Ambos sexos,2020T4,319.0
38 Técnicos de las tecnologías de la información y las comunicaciones (TIC),Ambos sexos,2020T3,319.0
38 Técnicos de las tecnologías de la información y las comunicaciones (TIC),Ambos sexos,2020T2,306.0
38 Técnicos de las tecnologías de la información y las comunicaciones (TIC),Ambos sexos,2020T1,294.6
38 Técnicos de las tecnologías de la información y las comunicaciones (TIC),Ambos sexos,2019T4,300.4
38 Técnicos de las tecnologías de la información y las comunicaciones (TIC),Ambos sexos,2019T3,313.9
38 Técnicos de las tecnologías de la información y las comunicaciones (TIC),Ambos sexos,2019T2,313.4
38 Técnicos de las tecnologías de la información y las comunicaciones (TIC),Ambos sexos,2019T1,302.7
38 Técnicos de las tecnologías de la información y las comunicaciones (TIC),Ambos sexos,2018T4,305.3
38 Técnicos de las tecnologías de la información y las comunicaciones (TIC),Ambos sexos,2018T3,297.4
38 Técnicos de las tecnologías de la información y las comunicaciones (TIC),Ambos sexos,2018T2,279.0
38 Técnicos de las tecnologías de la información y las comunicaciones (TIC),Ambos sexos,2018T1,278.5
38 Técnicos de las tecnologías de la información y las comunicaciones (TIC),Ambos sexos,2017T4,257.9
38 Técnicos de las tecnologías de la información y las comunicaciones (TIC),Ambos sexos,2017T3,264.5
38 Técnicos de las tecnologías de la información y las comunicaciones (TIC),Ambos sexos,2017T2,250.3
38 Técnicos de las tecnologías de la información y las comunicaciones (TIC),Ambos sexos,2017T1,255.7
38 Técnicos de las tecnologías de la información y las comunicaciones (TIC),Ambos sexos,2016T4,254.6
38 Técnicos de las tecnologías de la información y las comunicaciones (TIC),Ambos sexos,2016T3,231.6
38 Técnicos de las tecnologías de la información y las comunicaciones (TIC),Ambos sexos,2016T2,238.4
38 Técnicos de las tecnologías de la información y las comunicaciones (TIC),Ambos sexos,2016T1,238.1
38 Técnicos de las tecnologías de la información y las comunicaciones (TIC),Ambos sexos,2015T4,235.1
38 Técnicos de las tecnologías de la información y las comunicaciones (TIC),Ambos sexos,2015T3,238.4
38 Técnicos de las tecnologías de la información y las comunicaciones (TIC),Ambos sexos,2015T2,204.6
38 Técnicos de las tecnologías de la información y las comunicaciones (TIC),Ambos sexos,2015T1,200.3
38 Técnicos de las tecnologías de la información y las comunicaciones (TIC),Ambos sexos,2014T4,208.1
38 Técnicos de las tecnologías de la información y las comunicaciones (TIC),Ambos sexos,2014T3,216.1
38 Técnicos de las tecnologías de la información y las comunicaciones (TIC),Ambos sexos,2014T2,216.2
38 Técnicos de las tecnologías de la información y las comunicaciones (TIC),Ambos sexos,2014T1,208.3
38 Técnicos de las tecnologías de la información y las comunicaciones (TIC),Ambos sexos,2013T4,211.4
38 Técnicos de las tecnologías de la información y las comunicaciones (TIC),Ambos sexos,2013T3,201.4
38 Técnicos de las tecnologías de la información y las comunicaciones (TIC),Ambos sexos,2013T2,204.5
38 Técnicos de las tecnologías de la información y las comunicaciones (TIC),Ambos sexos,2013T1,210.6
38 Técnicos de las tecnologías de la información y las comunicaciones (TIC),Ambos sexos,2012T4,205.8
38 Técnicos de las tecnologías de la información y las comunicaciones (TIC),Ambos sexos,2012T3,199.8
38 Técnicos de las tecnologías de la información y las comunicaciones (TIC),Ambos sexos,2012T2,207.2
38 Técnicos de las tecnologías de la información y las comunicaciones (TIC),Ambos sexos,2012T1,216.0
38 Técnicos de las tecnologías de la información y las comunicaciones (TIC),Hombres,2024T4,100.0
38 Técnicos de las tecnologías de la información y las comunicaciones (TIC),Hombres,2024T3,100.0
38 Técnicos de las tecnologías de la información y las comunicaciones (TIC),Hombres,2024T2,100.0
38 Técnicos de las tecnologías de la información y las comunicaciones (TIC),Hombres,2024T1,100.0
38 Técnicos de las tecnologías de la información y las comunicaciones (TIC),Hombres,2023T4,100.0
38 Técnicos de las tecnologías de la información y las comunicaciones (TIC),Hombres,2023T3,100.0
38 Técnicos de las tecnologías de la información y las comunicaciones (TIC),Hombres,2023T2,100.0
38 Técnicos de las tecnologías de la información y las comunicaciones (TIC),Hombres,2023T1,100.0
38 Técnicos de las tecnologías de la información y las comunicaciones (TIC),Hombres,2022T4,374.1
38 Técnicos de las tecnologías de la información y las comunicaciones (TIC),Hombres,2022T3,381.2
38 Técnicos de las tecnologías de la información y las comunicaciones (TIC),Hombres,2022T2,361.3
38 Técnicos de las tecnologías de la información y las comunicaciones (TIC),Hombres,2022T1,362.7
38 Técnicos de las tecnologías de la información y las comunicaciones (TIC),Hombres,2021T4,342.2
38 Técnicos de las tecnologías de la información y las comunicaciones (TIC),Hombres,2021T3,338.8
38 Técnicos de las tecnologías de la información y las comunicaciones (TIC),Hombres,2021T2,348.7
38 Técnicos de las tecnologías de la información y las comunicaciones (TIC),Hombres,2021T1,333.1
38 Técnicos de las tecnologías de la información y las comunicaciones (TIC),Hombres,2020T4,337.8
38 Técnicos de las tecnologías de la información y las comunicaciones (TIC),Hombres,2020T3,348.9
38 Técnicos de las tecnologías de la información y las comunicaciones (TIC),Hombres,2020T2,319.9
38 Técnicos de las tecnologías de la información y las comunicaciones (TIC),Hombres,2020T1,313.7
38 Técnicos de las tecnologías de la información y las comunicaciones (TIC),Hombres,2019T4,308.0
38 Técnicos de las tecnologías de la información y las comunicaciones (TIC),Hombres,2019T3,301.3
38 Técnicos de las tecnologías de la información y las comunicaciones (TIC),Hombres,2019T2,283.3
38 Técnicos de las tecnologías de la información y las comunicaciones (TIC),Hombres,2019T1,270.3
38 Técnicos de las tecnologías de la información y las comunicaciones (TIC),Hombres,2018T4,267.2
38 Técnicos de las tecnologías de la información y las comunicaciones (TIC),Hombres,2018T3,269.1
38 Técnicos de las tecnologías de la información y las comunicaciones (TIC),Hombres,2018T2,254.4
38 Técnicos de las tecnologías de la información y las comunicaciones (TIC),Hombres,2018T1,243.2
38 Técnicos de las tecnologías de la información y las comunicaciones (TIC),Hombres,2017T4,246.5
38 Técnicos de las tecnologías de la información y las comunicaciones (TIC),Hombres,2017T3,255.4
38 Técnicos de las tecnologías de la información y las comunicaciones (TIC),Hombres,2017T2,262.5
38 Técnicos de las tecnologías de la información y las comunicaciones (TIC),Hombres,2017T1,250.9
38 Técnicos de las tecnologías de la información y las comunicaciones (TIC),Hombres,2016T4,254.4
38 Técnicos de las tecnologías de la información y las comunicaciones (TIC),Hombres,2016T3,249.2
38 Técnicos de las tecnologías de la información y las comunicaciones (TIC),Hombres,2016T2,235.3
38 Técnicos de las tecnologías de la información y las comunicaciones (TIC),Hombres,2016T1,233.9
38 Técnicos de las tecnologías de la información y las comunicaciones (TIC),Hombres,2015T4,217.7
38 Técnicos de las tecnologías de la información y las comunicaciones (TIC),Hombres,2015T3,222.4
